,date,content,replyCount,retweetCount,likeCount,quoteCount
20,2020-05-31,"I was just at a small protest that somehow turned into stop Black on Black crime; we have to respect each other. AHT AHT! Apples and oranges, baby. Apples and oranges.",0,1,3,1
21,2020-05-31,"They have wrapped in tinfoil, with apple juice and butter for the last hours, now back in smothered in BBQ sauce.",1,0,1,0
22,2020-05-31,"Oh , I SeeI Think That Somewhere In The Bible It Says That A Snake In A Tree Temped Eve To Eat The Forbidden Fruit [That Was The Apple ] And Then We All Know What Happens.. I Like The Python , Rattlesnake , Black Mamba , Viper &amp; Cobra , All Of Them Beautiful",0,0,1,0
23,2020-05-31,"There are bad apples everywhere. In fact, I made this very point not to judge everyone by the worst of them in this column recently.",0,0,0,0
24,2020-05-31,"New Apple iPhone SE (2020) GB Black - is Now All Ready, Get Set &amp; Go. Amazing &amp; Blazing Fast",0,0,0,0
25,2020-05-31,stfu and let people appreciate various styles without everything being a goddamn apples and oranges comparison,0,0,11,0
26,2020-05-31,can yall send me yall apple music playlists ?,8,0,1,0
27,2020-05-31,"You meant a medical incident, right? Kind of like the cop that claimed he thought he was drawing his taser and not his gun when he shot that guy lying on the ground?",0,0,1,0
28,2020-05-31,"The ""Good Apple"" reserves are running real low, eh?",0,0,4,0
29,2020-05-31,Want to the long-awaited Apple iPhone SE2? is giving away this amazing new upgrade to one lucky winner. Go enter,0,0,0,0
30,2020-05-31,i broke my fking phone and all the Apple locations are closed fml,4,0,9,0
31,2020-05-31,Wtaf? Yeah few bad apples here.,0,0,0,0
32,2020-05-31,Apple Watch Series returns to Amazon all-time lows from $300 via,0,0,0,0
33,2020-05-31,"Dope to see TPAB, YEO, and AAB back on the Apple Music charts .Only real music gonna last...",0,1,3,0
34,2020-05-31,Kinda curious but why cant we leave video voicemails? just a thought,1,0,2,0
35,2020-05-31,apple products are the worst to steal bc they have so much tracking and security built in. apple keeps track of stolen devices really well,0,0,2,0
36,2020-05-31,just a few bad apples they said...,0,0,0,0
37,2020-05-31,"Found this in an old iPod I got secondhand (so I am chained by previous owner ). Oh, did it bring back of when life was better. wasn't even a hashtag.",0,0,0,0
38,2020-05-31,"People say ""it's some bad apples""... Why do these bad apples often times get off? It's tiring. And has been happening for decades. Most use to get away before . Things are catching up with cellphones and body cams giving hard evidence.",1,0,0,0
39,2020-05-31,"This Show Is Live &amp; Full Of Hot Music From Shantii, Megan, Vicki, Bri Bandz, Kelz, Mulatto, Bud G, Count'Up Cash, Sada Baby &amp; More! &amp;B",0,0,1,0
40,2020-05-31,"Yeah since the is so diverse! I told U we're coming! Should I pull the posts on disparity. I been busy, leaving you &amp; alone. Fake political moves! I will continue after this settles. &lt;&gt;. &lt;&gt; ====== = . = == .",0,0,0,0
41,2020-05-31,Tom Herman gotta in there and Im sure we have a good amount of bad apple boosters lol,1,0,0,0
42,2020-05-31,Just as I said before. They will be blocked.,1,0,2,0
43,2020-05-31,Apple music blibli,1,0,1,0
44,2020-05-31,Apple is applstolic,1,0,2,0
45,2020-05-31,"We keep saying ""Bad Apples"". We need to build a structure system that see all nationalities of all color yo have equal treatment. As you can see there are all walk of life out there protesting.",0,0,0,0
46,2020-05-31,"Whats up with Saks, Neimans, Tiffany &amp; Apple? I havent heard nothing.",0,0,2,0
47,2020-05-31,"This Show Is Live &amp; Full Of Hot Music From Shantii, Megan, Vicki, Bri Bandz, Kelz, Mulatto, Bud G, Count'Up Cash, Sada Baby &amp; More! &amp;B",0,0,1,0
48,2020-05-31,"Gee, I hope Apple is going to be OK.",0,0,0,0
49,2020-05-31,"No, it wasnt. Watch the cideo",0,0,0,0
50,2020-05-31,"New Podcast is up! Available on Apple Podcasts, Podomatic App &amp; Spotify Apple: :",0,0,0,0
51,2020-05-31,Some jobs cant have bad apples especially when the bad apples can kill black people without consequence.,0,0,0,0
52,2020-05-31,bruh. is terrible. I am genuinely so upset by the way my phone replacement is being handled. They are literally making this situation more difficult than what it needs to be.,0,0,1,0
53,2020-05-31,just a few bad apples,0,0,0,0
54,2020-05-31,"I prefer the interface to Apple Music no doubt. But I think thats more a preference thing, but as far as actual algorithms go, Spotify is the Lakers and Apple Music is the Charlotte hornets.",1,1,2,0
55,2020-05-31,A few bad apples keep the doctor away.,0,0,1,0
56,2020-05-31,"Pay settlements with their pension funds and they'll promptly remove the ""rotten apples""",0,0,0,0
57,2020-05-31,"""Bad apples"" only goes for the good guys. Implying that the entire bunch is a net positive that should be treated as such.For other groups...let's just say, ""black people,"" that doesn't apply because a lot of people see them as inherently bad, even if they don't overtly say so.",0,0,0,0
58,2020-05-31,"Ribeyes, T-bones, and apple smoke.",0,0,10,0
59,2020-05-31,racism and anti-communism as american as apple pie,0,0,1,0
60,2020-05-31,can u jus apple pay me,0,0,0,0
61,2020-05-31,"We missed you! The podcast is back this week. We have a lot to talk about including Charlotte, Bristol. the civil unrest across the US, and more. Subscribe now to be notified.Google: Spotify: :",1,0,1,0
62,2020-05-31,Apple music doesnt have the song cop killer by ice t/body count LMAO bitches,1,0,1,0
63,2020-05-31,AINT A FEW BAD APPLES )))))) +++p,0,0,0,0
64,2020-05-31,"Surprisingly Apple did not discover this glaring flaw when they released ""Sign in with Apple"" but it has since been patched.It could have allowed the full takeover of any User account with just a valid Apple ID address.",0,1,1,0
65,2020-05-31,"Please research the full bad apple quote. Police departments are not doing nearly enough to weed out the ""bad ones""",0,0,0,0
66,2020-05-31,"Oh hell yes apple cinnamon is like right there with it, but Id probably only get up to",1,0,1,0
67,2020-05-31,Apple music deciding to only do what I want after I do an uninstall + install is very shit,1,0,0,0
68,2020-05-31,Who got the Apple playlist,0,0,0,0
69,2020-05-31,"This is fucking terrible. Agg assault with a deadly weapon for those two guys. A bad look for all, but please dont lump these guys in with protestors. Bad apples, just like in policing.",0,0,0,0
70,2020-05-31,Tap in! Subscribe on Apple podcast for same day/early access.. Available on Spotify as well as google podcast app!,0,3,2,0
71,2020-05-31,"Yes, so I have read. That means he wasn't just ""one bad apple"" He had explicit and implicit support.",1,0,0,0
72,2020-05-31,"New Podcast is up! Available on Apple Podcasts, Podomatic App &amp; Spotify Apple: :",0,0,0,0
73,2020-05-31,loved the show guys! Gonna check out some in YT. and the icing on the podcake! was in the chat!! A true Apple Genius no bar required,0,0,2,0
74,2020-05-31,An Adam's apple was a human body part located in the throat.,0,0,1,0
75,2020-05-31,"Now think of all the instances you've seen. You should know by now these aren't isolated ""bad apples.""If not, go back and continue watching until you do.This is what you've been defending. You're defending murder, assault, abuse, war crimes, discrimination, domination... etc.",1,0,2,0
76,2020-05-31,"Seeing as you both have issue with me using the exaggeration of police state (reminiscent of intellects and scholars losing their minds over 'genocide' but I digress), keep in mind it is an exaggeration of ""a few bad apples"" that already exist.",0,0,3,0
77,2020-05-31,kinda want an iphone because its like. the only thing that ever gets decent phone cases and also has fun features but i fucking hate apple and also theyre more expensive because. apple.,1,0,1,0
78,2020-05-31,Pizza? Or Apple?,0,0,0,0
79,2020-05-31,"Pig roast with apple in mouth, some sort of cop joke in there",0,0,1,0
80,2020-05-31,"How do people see this coward as a ""strong person"" He empowered the racist and bad apple cops by telling them he will back them for their abuse. Now that this abuse is being called out he literally crawls under a rock. ://",0,0,0,0
81,2020-05-31,Like you said there is bad apples,0,0,0,0
82,2020-05-31,"tsp of sugar most of the time and thats it. Occasionally I throw in apples, strawberries or bananas.",1,0,2,0
83,2020-05-31,Spotify ou Apple Music et pourquoi ?,5,0,0,0
84,2020-05-31,"Crown Apple with sprite,strawberry lemonade with Red Bull it was so good! You know I like sweet drinks",0,0,1,1
85,2020-05-31,SEE Official Trailer | Apple TV+,0,0,0,0
86,2020-05-31,Apple is gangster,0,0,0,0
87,2020-05-31,So did the apple you shoved in,1,0,0,0
88,2020-05-31,Here's the detailed info about the by fact is that even though this was simple JWT spoofing yet it wasn't discovered yet and even missed by many big guns. Kudos to Bhavuk.,0,3,1,0
89,2020-05-31,Have fun trying to get any Apple devices to work. Apple since won't allow them accessible from the demos on display to all the others in the back that aren't activated in store with the IMEI's.,0,0,1,0
90,2020-05-31,bad_apple_remix.mp3,0,0,0,0
91,2020-05-31,shet dead apple,0,0,0,0
92,2020-05-31,"Johnnie, Im sorry, but this will NEVER change. Im sorry, but there will always be a couple bad apples in the hundreds of thousands of policeman and women. I feel your pain, I want to stop all child abuse and child killings, but Ive realized that will never happen.",0,0,0,0
93,2020-05-31,Why do you sow divide and division when the problem is as American as apple pie? American exceptionalism has failed.,0,0,0,0
94,2020-05-31,"Silenced inequality. There cant be bad apples in a force meant to serve and protect. Lets not forget that cops were created to catch and murder slaves. We will rise, we will change the future for the better. Im so angry with my country, ACAB!",0,0,2,0
95,2020-05-31,Apple Music are getting on my nerves,0,0,0,0
96,2020-05-31,"Salt on apples is awsome.Really, salt is great on everything, except my blood pressure.",0,0,1,0
97,2020-05-31,". Wear heat protective gloves or sturdy shoe to kick and throw back tear gas canisters. (can get nd degree burns).4. BRING FIRST AID! A bag filled with :2 of apple cider vinegar and water soaked rags, bandages, and old shirts",1,1,2,0
98,2020-05-31,"The protests began peacefully. Then the ""bad apples"" police drew first blood with the shootings and violence.",0,0,0,0
99,2020-05-31,That caused him to maneuver onto a closed section of highway?,0,0,5,0
100,2020-05-31,"If covid19 attacked Apple stores, it would have been like this.",1,0,2,0
101,2020-05-31,"Y'all forgetting that the rest of the phrase ""a few bad apples"" is that they ""ruin the bunch""",1,0,0,0
102,2020-05-31,"Judging by the ratio of police brutality vs cops kneeling in solidarity on my feed, I wouldnt say a few bad apples is an accurate description.",2,2,17,0
103,2020-05-31,Oh Im not saying they arent real. I was just stating I didnt know where the info came from.,0,0,0,0
104,2020-05-31,"Like why are we accepting bad apples in professions where peoples lives are on the line, this shouldnt be able to happen",1,0,6,0
105,2020-05-31,"Chris Rock joked some professions its not ok to have even a few bad apples. Surgeons, pilots, police officers.",0,0,1,0
106,2020-05-31,"Your is waiting for you! Join and we'll both get a stock like , , or for free. Sign up with my link.",0,0,0,0
107,2020-05-31,"if the murderers are bad apples, why arent the good apples protesting too?",0,0,1,0
108,2020-05-31,"At dinner tonight, I said I hated the term bad apples. This is perfect.",0,0,1,0
109,2020-05-31,"What does you stealing TVs, money and apple products have to do with or ? Thats my only question.",0,0,0,0
110,2020-05-31,"Tim Cook, in a memo to staff addressing racism in US, says Apple will give to non-profits like Equal Justice Initiative, match staff donations -to-1 in June (Mark Gurman/Bloomberg)",0,0,0,0
111,2020-05-31,Yes thats trump and his regime,0,0,0,0
112,2020-05-31,apple music is free lol so i can spare $10,1,0,0,0
113,2020-05-31,"You know how Apple went from macOS Sierra to High Sierra? Imagine if they did that same shit again this year and go from Catalina, to Santa Catalina.",0,0,0,0
114,2020-05-31,Again here is the way forward for police. 'Good Apples' don't mind humility before the people they serve.,0,0,0,0
115,2020-05-31,Shave her Adams apple please use to like her now shes a frigging D O P E,0,0,0,0
116,2020-05-31,Apple CEO Tim Cook said protections for people are still not universally applied as he discussed discrimination and inequality in the U.S. in an internal memo to employees,14,55,109,5
117,2020-05-31,Absolutely my darling!Xxx Just gots to wait til my next payment cums in then we can spend it on sum apple sours n voddie!Xxx dannie can live off plastick cheeses for a phew weeks!Xxx Much luv!Xxx,1,0,1,0
118,2020-05-31,Its not just a few bad apples.,1,0,0,0
119,2020-05-31,You are comparing apples and bowling balls. Bad teachers are fired and charged constantly. The accountability is incomparable. The data is very clear. Police are above the law.,0,0,0,0
120,2020-05-31,"Excess deaths under the two curves above are similar. Thats the main observation here. Have to compare apple to apple. And COVID includes lockdown deaths as well. And, the curve is at bottom or near bottom everywhere. It will end its late season wave as all coronaviruses do.",0,1,3,0
121,2020-05-31,I keep hearing just a few bad apples analogy. I dont think they know the rest of the saying.,0,0,3,0
122,2020-05-31,I lost my Apple Pencil and I'm hurt,0,0,1,0
123,2020-05-31,"Tim Cook, in a memo to staff addressing racism in US, says Apple will give to non-profits like Equal Justice Initiative, match staff donations -to-1 in June ( / Bloomberg)",1,5,20,3
124,2020-05-31,"Nope, unfortunately I still need to get like K hours of watch time on YouTube to monetize it, but I can still earn from Spotify and Apple Music!",0,0,2,0
125,2020-05-31,"Amazon, Target and Apple scale back business in cities hit hard by protests",0,0,0,0
126,2020-05-31,"Well, . the media would have to take first bite of that apple. There are misinformation and disinformation in the media.",0,0,0,0
127,2020-05-31,"Annymall Case Compatible for iPhone &amp; iPhone , Heavy Duty [with Kickstand] [Built-in Screen Protector] Tough in1 Rugged Shorkproof Cover for Apple iPhone / iPhone (Blue) $ .",0,0,0,0
128,2020-05-31,"TENOC Phone Case Compatible for Apple iPhone &amp; iPhone Inch, Slim Fit Cases Soft TPU Bumper Protective Cover, Glossy Mint $ .",0,0,0,0
129,2020-05-31,wdym apples are the best!! banana's deserve to rot in the pits of hell like her!!,0,0,0,0
130,2020-05-31,If you say theres a few bad apples about cops that murder people but cant say the same about the looters in these protests then youre probably a close minded racist,0,0,0,0
131,2020-05-31,Its just a few bad apples okay so what are the good apples doing about the orchard of bad ones out there doing war crimes against unarmed civilians Im just curious,0,0,3,0
132,2020-05-31,I think the thing about cops is... it's not a few bad apples. It's a few good apples in a moldy basket.It won't do to just take out all the bad apples.The basket needs to be dumped out and the good apples thoroughly washed and placed into an entirely new basket...,0,0,2,0
133,2020-05-31,James put it on Apple Music coward so tories can listen to it too x,1,0,0,0
134,2020-05-31,"Dont worry guys, not all cops are bad. Just a few bad apples",0,1,2,0
135,2020-05-31,"As individuals, no. But I can generalize a broken system that needs reform. If most of the apples in a bunch are bad Im gonna wanna throw the whole bunch away and get a new bunch of apples",1,0,2,0
136,2020-05-31,"Fam as soon as I discover a way to swiftly bring my playlists onto Spotify, Im done with Apple",0,1,0,0
137,2020-05-31,The apple doesn't fall fome the tree crisis actors heading to new zealand,1,0,1,0
138,2020-05-31,You know it aint just one bad apple. They deserve respect for putting the uniform on. What they do after determines what kind of officers they are. And just because most cops may not abuse their authority that doesnt make them good cops if theyre silent,0,0,4,0
139,2020-05-31,Even if you force yourself to vomit you have still digested part of the apple. Do you have any ideas how the body works in a homeostatic state? Yiu sure di not seem to.,2,0,0,0
140,2020-05-31,No nothins pirated I just got all them in my library for free with Apple Music,1,0,0,0
141,2020-05-31,"the vulnerability and honesty, the fear as parents, the pain and futility...I wish one time, one bad apple cop spent an hour of their lives with cats like this.",1,2,11,0
142,2020-05-31,"Zowie &gt; Everything when it comes to mice IMO. Truth be told I haven't owned a Blade myself, only read a few horror stories with difficult CS &amp; RMAs. Probably more positives than negatives if I cared to look for it. Does hit me as the Gamer focused version of Apple by its design.",0,0,0,0
143,2020-05-31,"Amazon, Target and Apple scale back business in cities hit hard by protests",0,0,0,0
144,2020-05-31,Guys it was an accident,6,0,0,0
145,2020-05-31,"I definitely get your point on the funding, but most cops are good people just doing a job that is essential. We (myself included) all need to try dial back the generalizations. Hold the bad apples to account.",10,1,5,0
146,2020-05-31,QA/ JUAL AKUN PREMIUM Netflix anti hold Nord VPN Spotify Apple music Viu LEGAL BUKAN MOD/LINKMinat? dm [ ],0,0,0,0
147,2020-05-31,none lmao,0,0,1,0
148,2020-05-31,Im just here knocking myself for using Deezar at some point in life. Whatever happened to Apple Music that time,0,0,0,0
149,2020-05-31,STEAL!!! Brand new Series Apple Watch for $299!! *$80 off coupon on the page!!! mm; mm for $329;,0,1,4,0
150,2020-05-31,Curious how this will work with all the customers required to wear mask. Seems like taking masks off multiple time to try the chicken apple sausages may be counterproductive.,1,0,1,0
151,2020-05-31,i know seltzers dont need a mixer but i just mixed a pineapple Truly with cran apple juice and.... oh baby,0,0,2,0
152,2020-05-31,"the nicest way possible with no or and I hope we can watch each other and weed out the ""Bad Apples"" who want to do nothing but harm the beauty of what we have all fought for this whole time... freedom and the pursuit of happiness. and to remember we are all",1,0,0,0
153,2020-05-31,"Test Framework Developer at Apple (Cupertino, CA)",0,0,0,0
154,2020-05-31,"Community that the police respect and who the PD respects. This is how its done. There are bad apples everywhere, but for the most part we really are there to help people. Dont lump us all together, because I dont lump you all together.",0,2,3,0
155,2020-05-31,"Episode : The Black Death, focuses on the growing pandemic affecting Black Americans today, the senseless killing of black men. SEARCH Doc and Croc on Spotify, Apple Podcasts, and Google Podcasts or go to",0,0,0,0
156,2020-05-31,Ahhhh Pele retweeted the Spotify and Apple playslist you can still have a party,1,0,0,0
157,2020-05-31,Apparently he had a medical incident.,3,0,0,0
158,2020-05-31,The apple didnt fall far from that corrupt and rotten family tree,0,0,0,0
159,2020-05-31,Exactly. What til people see the scope of his record. I spent about hours researching and this guy has been a bad apple this whole career.,0,0,1,0
160,2020-05-31,Not the Apple juice,0,0,0,0
161,2020-05-31,It's just a couple of bad apples looting and rioting,0,0,0,0
162,2020-05-31,"Tidal, Apple and Spotify",0,0,0,0
163,2020-05-31,crown apple and coke &gt;&gt;,0,0,0,0
164,2020-05-31,Tell me again about the few bad apples...,0,0,0,0
165,2020-05-31,"apple: Siri is always listening! Activate her by saying, ""Hey Siri!""me: hey siri i want to take my life",0,0,0,0
166,2020-05-31,"If you dont throw out the few bad apples, you will very soon have to throw out the whole spoiled barrel. We are WELL past needing to throw out the whole fucking barrel.",0,1,6,0
167,2020-05-31,And the carriers get it from government. So yes now two days in a row LA has given a curfew order with essentially no notice,0,0,1,0
168,2020-05-31,Apples Cook Says Painful Past Is Still Present Today in Memo - Bloomberg,1,0,3,0
169,2020-05-31,"until the entire police force is held accountable for the harm cops have done and continue to do, all cops will be corrupt. you can argue that there are a few good apples but they're still part of a racist system",2,0,5,0
170,2020-05-31,"nice effort, but far from earning trust. call me when they start holding the % ""bad apples"" accountable for violent domestic abuse. or consistently using body cams. or willfully covering for white supremacists. or bothering to take a stand before now.",0,0,0,0
171,2020-05-31,"Which, even if that were true...part of the point is that even the good cops uphold an overall unjust system and refuse to purge those ""bad apples"" out of a misguided sense of solidarity.",1,0,0,0
172,2020-05-31,"One thing is not like the other. Apples and oranges are both fruit, but they are not the same thing.How about some better tweets out of you. This one makes you look stupid.",0,0,0,0
173,2020-05-31,"Listening to ""A Corrupt System &amp; Don't Fumble the Bag "" at Also on Spotify and Apple Podcast",0,0,0,0
174,2020-05-31,Aww shes so cute Mark what a great name too,0,0,6,0
175,2020-05-31,Me homemade apple cider when my Savannas and Whiskeys get delivered later today:,2,2,1,0
176,2020-05-31,"ONErpm offers full service global distribution, playlist marketing, rights management, advertising, branding, &amp; beyond. Sell your music on iTunes, Spotify, Apple Music, Amazon, Deezer, Pandora &amp; more with no upfront cost. Music is Power. Amplify It.",0,0,0,0
177,2020-05-31,Apple,0,0,0,0
178,2020-05-31,"nobody ever finishes the phrase either!!! ""A few bad apples spoils the whole bunch."" COMMIT TO THE PHRASE IF UR GONNA USE IT, SWEATIES",1,0,1,0
179,2020-05-31,Maga for me is make a good apple. Lol,0,0,0,0
180,2020-05-31,Unfortunately there are bad apples in all walks of life .. but its wrong to tar them all ...,0,0,1,0
181,2020-05-31,Every day i thank apple for that DND button,0,0,3,0
182,2020-05-31,Apple been not playing. They have corporations and government organizations with Apple bricks because people can't find or remember the receipt/PO number and didn't add it their MDM (mobile device management) right.,0,0,2,0
183,2020-05-31,"In case you're not keeping score from home like me, we've had record numbers of positive tests of days in a row, but we're under curfew tonight from because people broke into the Apple Store in Scottsdale.",0,0,0,0
184,2020-05-31,Check out Apple iPhone GB Purple (Verizon) A2111 (CDMA GSM) via,0,1,0,0
185,2020-05-31,", , , , , , , , , , , , , , , , , now or Retweet",0,0,0,0
186,2020-05-31,My yard tonight before sun set...peaceful under the Crab apple in Bloom...my Iris...really weird green ones &amp; purple.,0,1,2,0
187,2020-05-31,ALL THIS TALK ABOUT BAD APPLES IS MAKING ME HUNGRY,3,0,10,0
188,2020-05-31,He also said a few bad apples. And the systemic racism statement was incredibly vague.,0,0,0,0
189,2020-05-31,Have you heard Apple Stew by Rhythmcore - Chapter on ?,0,0,0,0
190,2020-05-31,Good idea until turns on their gps.,0,0,2,0
191,2020-05-31,"This is the same guy that said ""it's just a few bad apples"". Next time Jake, just tell'em you've never seen 'Fruit"" with a badge and a gun kill a minorities.",0,0,0,0
192,2020-05-31,"Amazon, Target and Apple scale back business in cities hit hard by protests -",0,0,0,0
193,2020-05-31,"Apple, Amazon among companies adjusting operations amiddemonstrations",0,0,0,0
194,2020-05-31,"You now have a claim to a stock like Apple, Ford, or Facebook. In order to keep this claim to your stock, sign up and join Robinhood using my link.",0,0,1,0
195,2020-05-31,"Watching CNN and listening to some retired federal cop pull out all the stock lines, e.g., cops don't like to use their guns; ""a few bad apples""; ""they're just doing their job."" Elsewhere: LAPD is gonna have a curfew, but how effective is a curfew if the sun is still shining?Hmm!",0,0,0,0
196,2020-05-31,"Oof, Im sorry my dude. You got Apple Pay???",0,0,1,0
197,2020-05-31,"Quest is one is the difference of great scenery, and right from the end.One Bad Apple and challenge ourselves to be.",0,0,0,0
198,2020-05-31,Ep. : Expeditious Panther See what has NotSoNewlywedPC &amp; Blike_Dante annoyed this week!Apple Podcasts Platforms,0,0,0,0
199,2020-05-31,If you havent defined the parameters its like comparing apples and oranges. But you havent thought about parameters.,1,0,0,0
200,2020-05-31,The first iPod I bought from my own pocket broke before I got the full experience of the first iPod touch. I will utilise Apple,0,0,0,0
201,2020-05-31,"All these former law enforcement people on cable news talking about how the protesters need to de-escalate, and the cops are just doing their jobs, and its just a few bad apples on these forces- the next question to these experts should be have you ever seen one of you fellow",1,0,0,0
202,2020-05-31,"Agree. This is the problem with unions in public jobs. They protect the bad apples, especially the ones with seniority. Teachers unions are the same way, but the consequence of keeping a bad cop on the job is far worse than keeping a bad teacher.",3,0,5,0
203,2020-05-31,Yeah for some reason iTunes has been super buggy on mobile with my album. Unfortunately there's nothing I myself can do about it : A : I suggest reaching out to apple support.,0,0,0,0
204,2020-05-31,You can't compare the two. Apples and oranges.,0,0,0,0
205,2020-05-31,Apple watches are absolute trash. % useful in the long run,1,0,0,0
206,2020-05-31,"You never know the hour, nor the time but Apple gone get they $9.99",0,0,1,0
207,2020-05-31,Zuckerberg and Trump are friends. He eats at the white house regularly. So does Tim Cook from Apple.,0,0,1,0
208,2020-05-31,True I used to work for Apple and they definitely were not worried about theft way back then because of this. Theirs shit is locked down.,0,0,1,0
209,2020-05-31,Come tell me apple music is better with your chest I dare you,0,0,1,0
210,2020-05-31,I have morning wood like a apple dude I'm so happy,0,0,0,0
211,2020-05-31,Like i hella understand how lit they got in those apple commercials,0,0,1,0
212,2020-05-31,No. Doctors are immune to the apple curse if they eat the apple.,1,0,0,0
213,2020-05-31,Peanut butter. Either on apple slices or in a sandwich with banana.,1,0,6,0
214,2020-05-31,Cops should not have THIS much power. I hate it. I dont care if its a few rotten apples we cant afford that. A few rotten apples should not cost a man his life.,0,0,0,0
215,2020-05-31,"Do you expect less from a man who wanted innocent black men executed by encouraging the death penality. Not once has he apologized for the pain he's caused. He's incapable of that. Once a racist always a racist. It runs in the family, the apple doesn't fall far from the tree.",0,1,1,0
216,2020-05-31,"Thanks, minus apple sauce. Can I add please Jayne?",0,0,1,0
217,2020-05-31,"Sure they are not all bad, but how many ""good"" cops ignore this shit and turn a blind eye? They are just as guilty. A few bad apples spoils the whole batch",0,0,0,0
218,2020-05-31,"Id love to hear your opinion on this after you improve your reading comprehension enough to understand what I wrote ... your reply to me was like comparing apples and oranges ... two completely different points for two completely different situations ...,",0,0,0,0
219,2020-05-31,vanilla or apple and cinnamon,0,0,0,0
220,2020-05-31,"day - last day in the countryside. Quiet morning outside talking about the news, made an apple pie, played Catan, talked about America, PLAYED ROUNDERS , made the best burgers and fries of life with Jo. Watched Moneyball One of top days of .",1,0,4,0
221,2020-05-31,I know Apple aint bothering me bout calories and I been moving days straight. Itll get there before lol,0,0,0,0
222,2020-05-31,"Did you know the saying was originally ""You are the pumpkin of my eye."" before the apple lobby got involved?",0,0,2,0
223,2020-05-31,"So, the thing that drives me crazy about the whole just a few bad apples argument, is that no one seems to remember how that adage actually ends:A few bad apples SPOILS THE BARREL.",2,11,30,0
224,2020-05-31,"It is a few bad apples. But by the good apples not stepping up to dispose of them, systemic racism wins. Its sickening.",0,0,0,0
225,2020-05-31,"A lot of people are willing to believe there are a few bad apples in the police force, but unwilling to hear that about the protestors. Until we address our nations obsession with violence, we wont move forward.",0,0,5,0
226,2020-05-31,"Part of the culture of the ""thin blue line"" is ALL cops stand back and do nothing when ""bad apples"" act out. That's how the entire damned barrel has become rotten.",0,0,1,0
227,2020-05-31,Critical 'Sign in with Apple' Bug Could Have Let Attackers Hijack Anyone's Account,0,0,0,0
228,2020-05-31,"packs his bags for the Big Apple in Jason Takes Manhattan, but thinks you might not want to join the journey. ://",0,1,1,0
229,2020-05-31,"Blackberries have already been and gone here. There are some in the hedgerow (if you can call it that) at the back of work, and somehow forgot to pick any this spring for my blackberry and apple crumble",1,0,0,0
230,2020-05-31,"JACOB: The only thing we do kill - spiders. BELLA (stunned, reels): apples? Jake, no",0,0,0,0
231,2020-05-31,Caramel apple pops hit harder when you've stored them in the fridge.,1,0,0,0
232,2020-05-31,No I haven't apple phone unfortunately...thank you again!,0,0,0,0
233,2020-05-31,Looters have undone all of the hard work the protesters put in. It was justice for George but now the focus is on cities getting torn apart. A few rotten apples spoiled the bunch.,0,0,8,0
